-9.999999999593667e-08,-5.94822e-05
27.474670000000003,0.004929
51.0082,0.00991904
67.47720000000001,0.0149122
79.7947,0.0199073
89.8648,0.0249044
98.8689,0.0299016
106.7111,0.0349004
111.4426,0.0399
116.1359,0.0449
119.7185,0.0498999
123.13229999999999,0.0549004
125.1304,0.0599022
126.26419999999999,0.0649034
127.2063,0.0699045
128.461,0.0749063
129.95749999999998,0.0799074
131.4581,0.0849082
132.9452,0.0899086
134.40890000000002,0.094909
135.8514,0.0999094
137.2851,0.10491
138.5885,0.109912
139.9527,0.114913
141.2627,0.119914
142.5082,0.124915
143.7265,0.129915
144.8881,0.134915
145.9819,0.139915
147.0197,0.144915
148.019,0.149915
148.9551,0.154915
149.832,0.159915
150.6155,0.164915
151.3143,0.169915
151.9393,0.174916
152.5357,0.179916
153.1113,0.184916
153.6608,0.189916
154.1692,0.194916
154.61950000000002,0.199916
154.9976,0.204917
155.2791,0.209917
155.5068,0.214917
155.6782,0.219918
155.7876,0.224918
155.8752,0.229919
155.957,0.23492
156.0269,0.23992
156.07780000000002,0.244921
156.1049,0.249921
156.1144,0.254922
156.1137,0.259922
156.1043,0.264923
156.0817,0.269923
156.0481,0.274924
156.0109,0.279924
155.9706,0.284925
155.928,0.289925
155.8784,0.294926
155.81619999999998,0.299926
155.7159,0.304927
154.8159,0.309927
155.2344,0.314927
152.4023,0.31993
150.7746,0.324934
151.5017,0.329938
151.6589,0.334938
151.8441,0.339938
152.0665,0.344939
152.227,0.349939
152.2283,0.35494
152.1938,0.35994
